249377_at	AT5G40690	 expressed protein			11.91	0.55	0.44	0.50	11.21	6.96		3.574041649	-0.854727288	-1.186536835	-0.996866288	3.486280142	2.799776362
249454_at	AT5G39520	" expressed protein predicted protein, Synechocystis sp., PIR:S77152"			123.82	1.11	0.76	1.06	24.67	49.45		6.952147136	0.150901384	-0.398092605	0.082081738	4.624877074	5.627818398
249721_at	AT5G24655	 expressed protein			3.30	0.68	0.99	0.69		1.84		1.721902386	-0.558135538	-0.014775068	-0.545782566	0	0.877825486
249988_at	AT5G18310	" expressed protein predicted proteins, Drosophila melanogaster"			3.52	0.81	0.76	0.98	2.13	1.15		1.815957856	-0.302501076	-0.398719441	-0.023501256	1.088276445	0.201960218
250028_at	AT5G18130	 expressed protein similar to unknown protein (gb|AAF00631.1)			12.63	0.78	0.87	0.99	4.23	16.28		3.658524911	-0.364426507	-0.197857317	-0.007708719	2.08135925	4.025455478
250158_at	AT5G15190	 expressed protein			4.12	1.24	1.51	1.67	15.01			2.041422587	0.311665925	0.596074056	0.739958825	3.907936977	0
250485_at	AT5G09990	 expressed protein			4.00	0.85	0.73	0.98				2.00042438	-0.23935974	-0.457933722	-0.024567357	0	0
250822_at	AT5G05230	 expressed protein			3.86	0.54	0.89	0.64	6.03	2.53		1.949545623	-0.883365632	-0.166797159	-0.637370439	2.592075811	1.338820978
251012_at	AT5G02580	 expressed protein			90.65	1.32	1.18	1.78	199.57	17.14		6.502182254	0.402623849	0.235906911	0.832923136	7.640784418	4.099700678
251019_at	AT5G02420	 expressed protein			4.49	1.76	1.06	1.07		22.66		2.168087623	0.812723939	0.077292894	0.102804956	0	4.502330696
251039_at	AT5G02020	 expressed protein			5.72	0.57	0.91	0.97	11.50	3.48		2.51615499	-0.8123649	-0.14215177	-0.049964238	3.524114651	1.79822681
251163_at	AT3G63310	 expressed protein low similarity to N-methyl-D-aspartate receptor-associated protein [Drosophila melanogaster] GI:567104; contains Pfam profile PF01027: Uncharacterized protein family UPF0005			3.04	0.81	0.68	0.58	2.93	2.13		1.604554492	-0.300957514	-0.556405262	-0.779660221	1.549222965	1.089412477
251200_at	AT3G63010	 expressed protein similar to PrMC3 [Pinus radiata] GI:5487873			12.93	0.63	0.69	0.60	6.22	3.68		3.692374577	-0.658940323	-0.525658642	-0.732196265	2.636297397	1.878982898
251293_at	AT3G61930	 expressed protein			246.16	0.79	0.24	0.43	29.15	148.44		7.943465863	-0.339944325	-2.030007298	-1.208570118	4.865540573	7.213702191
251612_at	AT3G57950	" expressed protein hypothetical protein T24P15.9 - Arabidopsis thaliana, PIR:T00927; expression supported by MPSS"			24.53	0.09	1.02	1.57				4.616733041	-3.418337354	0.030293931	0.6550054	0	0
251637_at	AT3G57570	 expressed protein			6.43	0.67	1.28	0.81	6.16	1.25		2.684296662	-0.567941272	0.353851626	-0.298165655	2.623957545	0.322511937
251766_at	AT3G55910	" expressed protein PA26, p53 regulated PA26-T3 nuclear protein, Homo sapiens, EMBL:AF033121"			5.26	1.10	1.09	0.91	7.05	6.47		2.394465107	0.13586514	0.121751263	-0.134065823	2.817369387	2.693025533
251937_at	AT3G53400	 expressed protein			3.44	0.67	1.39	0.83	1.18			1.782344145	-0.579645172	0.477133391	-0.262964023	0.241932094	0
252269_at	AT3G49580	 expressed protein			8.62	1.72	2.18	1.71				3.107952755	0.783026376	1.121096695	0.775226119	0	0
252303_at	AT3G49210	 expressed protein			11.56	0.80	0.82	0.88	2.68	12.36		3.531682312	-0.329912595	-0.279498948	-0.18596973	1.423879478	3.627980922
252345_at	AT3G48640	 expressed protein			3.24	0.09	0.80	0.95				1.694498127	-3.458694605	-0.325757869	-0.067496931	0	0
252400_at	AT3G48020	 expressed protein			14.67	0.83	1.04	1.02	8.93	8.67		3.875068057	-0.266752409	0.05011579	0.027546046	3.158119211	3.116459819
252895_at	AT4G39450	 expressed protein			3.24	0.64	0.85	0.72	2.26	2.42		1.696415851	-0.639506187	-0.226799228	-0.468849767	1.175807666	1.277878418
252945_at	AT4G39140	 expressed protein			4.75	0.85	1.05	0.93	2.75	3.19		2.248504052	-0.241223395	0.07550792	-0.110801114	1.461266024	1.67135818
253022_at	AT4G38060	 expressed protein			5.16	0.50	0.79	0.68	10.20	14.87		2.368397789	-0.999779785	-0.345421846	-0.566605762	3.350606122	3.894302862
253519_at	AT4G31240	 expressed protein			7.20	0.84	0.90	0.85	6.52	3.07		2.848405542	-0.245209715	-0.145856474	-0.232761813	2.704767475	1.616541759
253796_at	AT4G28460	 hypothetical protein			4.98	0.46	0.55	0.68	8.80			2.316747263	-1.124365146	-0.8654418	-0.554675765	3.137178413	0
253940_at	AT4G26950	" expressed protein contains Pfam profile PF04520: Protein of unknown function, DUF584"			8.08	0.65	0.93	0.77				3.014814537	-0.630981185	-0.101298405	-0.374391264	0	0
253992_at	AT4G26060	 expressed protein			4.85	0.91	0.75	1.00	2.75	3.67		2.278443141	-0.12870815	-0.419767951	0.004403481	1.45732053	1.877574577
254050_s_at	AT4G25690;AT4G25670	 expressed protein			3.19	0.68	0.97	0.74	3.89	2.71		1.672685189	-0.56686236	-0.048865822	-0.436797397	1.960216577	1.436826544
254178_at	AT4G23880	 expressed protein			8.55	0.46	0.86	1.30	4.80			3.096238926	-1.132183817	-0.225855192	0.383755122	2.263980239	0
254299_at	AT4G22920	 expressed protein			16.23	0.55	0.55	0.71	3.04	8.76		4.020765316	-0.869232527	-0.85645855	-0.48850989	1.602767989	3.131071624
254571_at	AT4G19370	 hypothetical protein			18.47	0.52	0.59	0.70		2.76		4.207321088	-0.938975461	-0.750429945	-0.509982245	0	1.462881167
254597_at	AT4G18980	" expressed protein contains Pfam profile PF04520: Protein of unknown function, DUF584"			43.49	0.77	0.45	0.93	34.27	37.25		5.442701025	-0.370822927	-1.155169329	-0.10839493	5.098921835	5.218991699
254624_at	AT4G18580	 expressed protein			3.57	0.52	0.63	0.87	1.15	1.22		1.834826031	-0.932126151	-0.664656601	-0.192854538	0.20734677	0.285565373
254722_at	AT4G13530	" expressed protein predicted protein, Arabidopsis thaliana"			3.11	0.52	0.61	0.68	7.02	5.61		1.636586145	-0.932351869	-0.713003514	-0.5485794	2.810447083	2.488025161
254797_at	AT4G13030	 expressed protein			12.50	1.47	0.90	0.85	8.39	52.93		3.643901035	0.560513803	-0.150750803	-0.232198325	3.068413113	5.725919177
254858_at	AT4G12070	 expressed protein			3.33	0.77	1.04	0.91	1.54	2.39		1.735663414	-0.37734101	0.06085344	-0.130082352	0.618962958	1.256612441
255243_at	AT4G05590	" expressed protein contains Pfam domain, PF03650: Uncharacterized protein family (UPF0041)"			4.20	1.14	0.94	1.40		1.43		2.070565865	0.187499211	-0.083551048	0.487313352	0	0.518726265
255671_at	AT4G00355	 expressed protein			3.68	0.70	0.98	1.10	3.96	2.68		1.877939519	-0.50626593	-0.033742803	0.132853437	1.986497745	1.420083635
255735_at	AT1G25520	 expressed protein contains Pfam profile PF01169: Uncharacterized protein family UPF0016			3.72	0.83	0.86	1.02	0.91	1.72		1.893795651	-0.267276633	-0.223260463	0.027506127	-0.136692613	0.778905832
256061_at	AT1G07040	 expressed protein			3.86	0.95	0.78	0.72	16.36	35.49		1.948312771	-0.07508568	-0.361707979	-0.477426508	4.031846664	5.149303761
256413_at	AT3G11100	 expressed protein similar to 6b-interacting protein 1 (NtSIP1) [Nicotiana tabacum] GI:18149189			3.41	0.06	0.21	0.67	4.08	2.93		1.768056423	-3.952853147	-2.272224472	-0.588160187	2.028221357	1.549968564
256569_at	AT3G19550	 expressed protein			11.32	1.01	0.85	1.36				3.500756933	0.017249641	-0.232306458	0.443726483	0	0
256883_at	AT3G26440	 expressed protein contains Pfam profile PF05212: Protein of unknown function (DUF707)			8.55	0.64	0.74	0.87		14.38		3.096522944	-0.641665353	-0.434844792	-0.195395603	0	3.845500101
257061_at	AT3G18250	 expressed protein ; expression supported by MPSS			21.47	1.09	0.99	1.41	14.92	20.76		4.424136148	0.127458627	-0.014350788	0.493712198	3.898692438	4.375539277
257074_at	AT3G19660	 expressed protein			11.58	2.09	0.72	1.78		4.76		3.5339031	1.065972837	-0.474641382	0.835244033	0	2.251965467
257154_at	AT3G27210	 expressed protein			5.70	1.07	0.96	1.46	7.30	2.30		2.510653555	0.099212014	-0.065257047	0.548492312	2.867815841	1.200253676
257540_at	AT3G21520	 expressed protein contains Pfam profile PF05078: Protein of unknown function (DUF679)			20.29	0.50	0.31	0.30	88.68			4.342665085	-0.996608543	-1.685444299	-1.719252139	6.470483089	0
257846_at	AT3G12910	 expressed protein			100.41	0.28	0.68	0.83		6.19		6.649702559	-1.829491691	-0.565375217	-0.267592501	0	2.63002935
258078_at	AT3G25870	 expressed protein			17.15	0.76	0.73	1.10		42.01		4.10019482	-0.389738748	-0.445560163	0.138055699	0	5.392572245
258203_at	AT3G13950	 expressed protein			9.34	0.17	0.49	0.73				3.223678321	-2.579429296	-1.043209957	-0.455349639	0	0
258209_at	AT3G14060	 expressed protein			25.62	1.23	0.70	0.94	28.93	34.55		4.679250549	0.298904221	-0.506600492	-0.086279232	4.854612821	5.11070499
258362_at	AT3G14280	 expressed protein			26.22	1.39	1.13	1.39	11.12	51.46		4.712633713	0.473155933	0.171308924	0.47832737	3.4756463	5.68544512
259150_at	AT3G10320	" expressed protein contains Pfam domain, PF04577: Protein of unknown function (DUF563)"			196.40	0.54	0.70	0.52	67.10	44.95		7.617634621	-0.883231611	-0.504717463	-0.932635468	6.068180484	5.490369606
259340_at	AT3G03870	 expressed protein predicted using genefinder			11.16	1.14	0.81	1.08	6.27	101.59		3.4802416	0.194609385	-0.305852575	0.110503758	2.647479779	6.666645246
259410_at	AT1G13340	" expressed protein contains Pfam profile: PF03398 eukaryotic protein of unknown function, DUF292"			6.66	0.31	0.48	0.77	9.29	0.68		2.734635749	-1.70562261	-1.069339644	-0.375240396	3.214975936	-0.550209044
259520_at	AT1G12320	 expressed protein			8.36	0.32	0.31	0.63	18.61			3.064318275	-1.630833593	-1.70526227	-0.657854946	4.21833989	0
259617_at	AT1G47970	 expressed protein			3.74	0.44	0.33	0.89	2.46	1.34		1.903897227	-1.195721809	-1.583646605	-0.170980753	1.30022531	0.419234601
259701_at	AT1G77770	 expressed protein			3.44	0.55	0.77	0.54	5.74	7.52		1.783805525	-0.859553618	-0.382160344	-0.887826306	2.521286558	2.911349906
259766_at	AT1G64360	 expressed protein			17.12	1.05	1.24	1.34				4.097734285	0.064614651	0.309395674	0.418625417	0	0
259841_at	AT1G52200	" expressed protein similar to PGPS/D12 [Petunia x hybrida] GI:4105794; contains Pfam profile PF04749: Protein of unknown function, DUF614"			3.24	0.91	0.72	0.96	1.38	36.47		1.697423729	-0.128841617	-0.481559693	-0.053237171	0.460517696	5.188450419
260129_at	AT1G36380	 expressed protein similar to vanilloid receptor-like protein GB:AAD26363 from [Homo sapiens]			3.03	1.29	1.14	1.40	1.67	3.52		1.59986288	0.36206128	0.18787336	0.484604333	0.737554391	1.816884269
260243_at	AT1G63720	 expressed protein similar to putative protein GB:CAA18164 [Arabidopsis thaliana]			4.61	0.52	0.77	0.65	7.71	1.67		2.203296374	-0.949657808	-0.383342175	-0.63080061	2.946344667	0.740019135
260302_at	AT1G80310	 expressed protein			3.27	0.97	1.12	0.84	7.91	5.92		1.711263656	-0.048585496	0.160100428	-0.25555857	2.983801106	2.565976702
260357_at	AT1G69260	 expressed protein			3.14	1.23	1.02	1.12	3.06	3.74		1.651039411	0.296669285	0.033621851	0.162030028	1.61587541	1.903251724
260420_at	AT1G69610	 expressed protein			6.18	0.44	0.64	0.78				2.628027932	-1.173110684	-0.653337198	-0.356924427	0	0
260436_at	AT1G68140	 expressed protein			3.44	0.48	0.66	0.56	2.94	1.74		1.784232368	-1.05824607	-0.592256275	-0.841998728	1.55541736	0.80282772
260840_at	AT1G29050	 expressed protein similar to hypothetical protein GB:AAB67625 GI:2342727 from [Arabidopsis thaliana]			7.19	1.30	1.48	1.19	1.74	9.39		2.845168935	0.376760314	0.565606881	0.254963962	0.798139256	3.231237276
260884_at	AT1G29240	 expressed protein contains Pfam profile: PF05097 protein of unknown function (DUF688)			3.04	0.38	1.24	0.85	2.94	2.27		1.605308206	-1.384906606	0.310449003	-0.2325302	1.554439118	1.182423173
260933_at	AT1G02470	 expressed protein contains non-consensus splice sites;			21.82	0.82	0.70	0.77	5.32			4.447262528	-0.28764841	-0.515782977	-0.377437104	2.4111849	0
261113_at	AT1G75400	 expressed protein			3.80	0.89	1.29	0.89	3.71	1.99		1.927608385	-0.173474128	0.364161841	-0.173384151	1.890417303	0.992615581
261708_at	AT1G32740	 expressed protein			21.58	1.07	0.61	0.35				4.431670944	0.100354896	-0.721810222	-1.527262374	0	0
262050_at	AT1G80130	 expressed protein			12.84	0.81	1.40	0.92	0.30			3.683059104	-0.307583997	0.489910936	-0.121255821	-1.740055953	0
262229_at	AT1G68620	 expressed protein similar to PrMC3 [Pinus radiata] GI:5487873			94.30	0.54	0.32	0.52	68.86	15.37		6.559227117	-0.885674602	-1.641559541	-0.93448177	6.105697021	3.941981258
262452_at	AT1G11210	 expressed protein contains similarity to cotton fiber expressed protein 1 [Gossypium hirsutum] gi|3264828|gb|AAC33276			5.69	0.92	1.10	1.14	103.36	2.52		2.508453282	-0.122591883	0.139518585	0.192354264	6.691599551	1.332183534
262607_at	AT1G13990	 expressed protein			3.97	0.90	0.97	1.06	6.31	2.92		1.989588809	-0.159559707	-0.037020344	0.081421073	2.65678178	1.5470794
262678_at	AT1G75810	 expressed protein			3.38	0.79	0.93	0.81	1.99	1.06		1.756611018	-0.341534655	-0.106344502	-0.301936628	0.991627064	0.088252773
262711_at	AT1G16500	 expressed protein			3.90	0.41	0.77	1.01				1.963748605	-1.297527823	-0.379910684	0.019394603	0	0
262811_at	AT1G11700	" expressed protein contains Pfam profile PF04520: Protein of unknown function, DUF584"			8.76	0.70	1.39	1.05				3.131361248	-0.519836642	0.475734207	0.073740429	0	0
262875_at	AT1G64970	 expressed protein			3.21	0.89	1.14	1.37	0.92	2.47		1.682227528	-0.166841897	0.188998232	0.449372715	-0.113825221	1.304461576
263475_at	AT2G31945	 expressed protein			9.60	1.08	0.58	0.67	15.17	77.74		3.262930021	0.10872421	-0.794698754	-0.587142147	3.923196229	6.280498072
263829_at	AT2G40435	 expressed protein			3.85	1.61	0.42	1.07				1.944429412	0.683675755	-1.26330133	0.092278722	0	0
263851_at	AT2G04460	 expressed protein			5.80	0.41	2.54	1.87				2.536055472	-1.281704061	1.345165238	0.902777758	0	0
263931_at	AT2G36220	 expressed protein			3.55	0.97	1.01	0.68	7.28	6.95		1.826235508	-0.04030411	0.01818628	-0.556194738	2.864799041	2.797779118
264024_at	AT2G21180	 expressed protein			4.47	1.38	0.97	1.25	0.98	2.07		2.160476624	0.467511823	-0.040202109	0.316435413	-0.029395067	1.052516862
264102_at	AT1G79270	 expressed protein contains Pfam profile PF04146: YT521-B-like family			9.28	0.45	0.54	0.61	1.46	80.72		3.213995411	-1.156332438	-0.894375789	-0.714250853	0.550379846	6.334822985
264447_at	AT1G27300	 expressed protein			4.29	1.28	0.84	1.06	2.75	4.33		2.100343363	0.350882371	-0.243059493	0.077886647	1.456976384	2.114745755
264458_at	AT1G10410	 expressed protein similar to ESTs gb|N96021 and gb|N96863			3.12	0.92	0.69	0.83	4.93	3.09		1.641588829	-0.116875619	-0.534803067	-0.262214905	2.30134186	1.629188268
264580_at	AT1G05340	 expressed protein			54.31	1.24	1.06	1.16	44.71	12.56		5.763230385	0.304814146	0.080812885	0.212016062	5.482470424	3.650330676
264590_at	AT2G17710	 expressed protein			10.94	0.72	1.10	1.00		3.95		3.451792331	-0.472646835	0.136995742	0.004576457	0	1.982909031
264938_at	AT1G60610	 expressed protein			5.17	0.79	0.44	0.71	1.60			2.371378184	-0.345772701	-1.17148698	-0.494135841	0.675178165	0
265024_at	AT1G24600;AT1G24610	 expressed protein			8.37	1.06	0.93	0.91	31.41			3.0648021	0.08238528	-0.108905607	-0.130857411	4.973253863	0
265025_at	AT1G24575	 expressed protein			6.18	0.73	0.37	0.67				2.627320253	-0.444678492	-1.41886518	-0.585867452	0	0
265245_at	AT2G43060	 expressed protein similar to cDNA bHLH transcription factor (bHLH zeta gene) GI:32563005			5.21	1.44	0.84	1.28	5.88	39.26		2.379948388	0.529388073	-0.25872467	0.352851918	2.555584102	5.29491167
265276_at	AT2G28400	" expressed protein contains Pfam profile PF04520: Protein of unknown function, DUF584"			6.17	0.67	0.69	1.03	11.72	50.44		2.624858249	-0.58220445	-0.531104398	0.039975879	3.55069132	5.656454421
265433_at	AT2G20950	 expressed protein			3.43	1.11	0.99	0.89				1.777401846	0.145424258	-0.00938436	-0.171544809	0	0
265674_at	AT2G32190	 expressed protein			16.41	0.68	0.39	0.33	50.96	1.77		4.036728941	-0.563742289	-1.349160977	-1.612287615	5.671168549	0.824461315
265913_at	AT2G25625	 expressed protein			70.80	0.86	0.69	0.80	8.77	20.12		6.145593248	-0.22515284	-0.542496465	-0.316081051	3.132027158	4.330775452
265999_at	AT2G24100	 expressed protein			3.93	0.69	0.82	0.91	1.06	1.78		1.974771405	-0.534453049	-0.284553211	-0.13796739	0.077536246	0.829513043
266071_at	AT2G18680	 expressed protein			3.26	0.52	0.98	0.75	8.65			1.706776792	-0.953886229	-0.031520255	-0.413661022	3.11307751	0
266150_s_at	AT2G12290;AT4G19700	 expressed protein]			5.04	1.19	0.67	0.55	2.02	3.04		2.334377842	0.252181688	-0.58370278	-0.868941875	1.012353675	1.603352113
266259_at	AT2G27830	 expressed protein			3.09	1.30	0.89	1.15	2.66	7.62		1.626729414	0.380905541	-0.174468367	0.19668542	1.409094515	2.929408749
266473_at	AT2G31120	 expressed protein			3.44	1.08	1.32	0.90		1.52		1.782673446	0.116285385	0.401407353	-0.149294356	0	0.603564201
266474_at	AT2G31110	 expressed protein			4.65	0.82	1.39	0.87		1.71		2.218333065	-0.286706662	0.476285637	-0.206386911	0	0.773163401
266550_s_at	AT2G35070	 expressed protein			55.98	0.92	1.43	1.83	145.68			5.806893517	-0.113838537	0.519237447	0.875560849	7.186697361	0
266962_at	AT2G39440	 expressed protein			4.98	0.56	0.71	0.92				2.315851389	-0.841191678	-0.492584923	-0.12702264	0	0
267178_at	AT2G37750	 expressed protein			105.86	0.74	0.56	0.69	10.34	10.20		6.726055961	-0.435591959	-0.847756528	-0.541741956	3.369624128	3.350655444
267341_at	AT2G44200	 expressed protein			3.07	0.63	0.43	0.85	1.30			1.61643861	-0.671799018	-1.213487745	-0.227198974	0.377661851	0
267345_at	AT2G44240	 expressed protein  contains Pfam profile PF03080: Arabidopsis proteins of unknown function			36.54	0.02	1.50	4.95		0.41		5.191218649	-5.862942675	0.585631805	2.306927263	0	-1.282607765
267468_at	AT2G30530	 expressed protein			3.28	0.56	1.04	0.72	4.58	2.55		1.711664704	-0.840694942	0.0584083	-0.473570855	2.196558789	1.352534677
